,3DCNN_prof,ProQ3D,GraphQA,angleQA,ProQ2,DAVIS-EMAconsensus,BAKER-ROSETTASERVER,BAKER-experimental,P3De,ModFOLD8,tFold-IDT,VoroCNN-GDT,VoroCNN-GEMME,DeepPotential,Ornate,SBROD,GR#,NP_P,RANK,Z-M1-GDT,Z-MA-GDT,GDT_HA,GDC_SC,GDC_ALL,RMS_CA,RMS_ALL,NP,err,AL0_P,AL4_P,ALI_P,LGA_S,RMSD[L],Z-score[M],Z-Score[D],Al.Res.,RMSD[D],MolPrb_Score,LDDT,SphGr,CAD_AA,RPF,CODM,DFM,Handed.,SOV,CE,QCS,CONTS,TMscore,Dali(raw),FlexE,QSE,CAD_SS,MolPrb_clash,MolPrb_rotout,MolPrb_ramout,MolPrb_ramfv,N1,N2,DIST,N,RMSD,GDT_TS,LGA_S3,LGA_Q,Target
T1069s1TS042_5,0.49713,0.491676,0.485,0.429,0.654,0.22311,0.4640,0.4707,0.4690954,0.45561045,0.689,0.531,0.561,0.41184878,0.503,0.484378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s1TS170_1,0.04181,0.234143,0.106,0.154,0.235,0.12313,0.2699,0.2130,0.1872996,0.22749987,0.496,0.352,0.370,0.14133905,0.425,0.204030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s1TS052_5,0.33860,0.387751,0.295,0.323,0.319,0.20347,0.4294,0.3202,0.3533807,0.40360507,0.553,0.444,0.457,0.37770766,0.458,0.389315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s1TS169_1,0.22243,0.356338,0.244,0.303,0.525,0.14509,0.3504,0.2821,0.3371424,0.34919402,0.520,0.426,0.458,0.2353744,0.457,0.346542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s1TS138_4,0.36722,0.515918,0.336,0.422,0.583,0.20536,0.4975,0.3871,0.489843,0.4476424,0.593,0.473,0.494,0.46722478,0.463,0.475364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s1TS063_2,0.03074,0.193604,0.114,0.113,0.090,0.07199,0.2187,0.1951,0.1542862,0.14069301,0.342,0.264,0.262,0.09157392,0.308,0.136869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s1TS170_5,0.02230,0.219933,0.115,0.127,0.180,0.06551,0.2179,0.2229,0.16575348,0.16906278,0.438,0.348,0.350,0.08231306,0.386,0.193524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s1TS364_3,0.53066,0.530872,0.508,0.593,0.691,0.23306,0.4936,0.4644,0.5290379,0.5238356,0.666,0.505,0.541,0.458674,0.493,0.570556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s1TS063_1,0.01979,0.192896,0.133,0.122,0.050,0.06957,0.2067,0.1456,0.1455575,0.13156043,0.355,0.268,0.265,0.13448365,0.317,0.230788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s1TS063_4,0.07254,0.194743,0.152,0.136,0.043,0.08059,0.2719,0.2743,0.1676395,0.18027575,0.362,0.336,0.313,0.12217846,0.383,0.157759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s1TS170_4,0.05332,0.248713,0.151,0.150,0.271,0.07781,0.2567,0.2154,0.2050045,0.20092937,0.486,0.353,0.383,0.103732705,0.413,0.243857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s1TS460_3,0.23018,0.464472,0.269,0.302,0.497,0.20332,0.4302,0.3435,0.4638468,0.45273557,0.550,0.412,0.451,0.38540876,0.433,0.342037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s1TS063_3,0.04679,0.185542,0.140,0.118,0.052,0.07752,0.2616,0.3319,0.1502815,0.16574724,0.345,0.317,0.284,0.116394505,0.381,0.232490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS033_4,0.04409,0.218018,0.134,0.157,0.283,0.13665,0.2393,0.3447,0.17475678,0.16732024,0.597,0.373,0.332,0.19896121,0.407,0.155896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS063_1,0.01216,0.209947,0.107,0.140,0.106,0.13158,0.2331,0.3121,0.14832879,0.114663705,0.605,0.315,0.304,0.18072753,0.372,0.153078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS170_2,0.03197,0.329978,0.181,0.185,0.498,0.15067,0.3048,0.3153,0.3049719,0.24183068,0.686,0.383,0.350,0.21546198,0.452,0.223481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS033_2,0.01395,0.204657,0.127,0.145,0.143,0.14592,0.2593,0.3409,0.15280048,0.16507858,0.647,0.327,0.309,0.18411097,0.391,0.167349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS460_3,0.01589,0.261803,0.102,0.169,0.327,0.14786,0.3115,0.2924,0.2090508,0.2397712,0.519,0.299,0.305,0.27425218,0.39,0.176286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS170_1,0.00780,0.225167,0.093,0.165,0.260,0.14517,0.2579,0.3197,0.17397896,0.18606406,0.614,0.354,0.316,0.17805439,0.449,0.221762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS170_4,0.07350,0.318873,0.171,0.199,0.470,0.16210,0.3109,0.4169,0.2814561,0.22363731,0.707,0.449,0.420,0.28841004,0.457,0.330490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS033_1,0.00785,0.210581,0.086,0.116,0.093,0.14128,0.2420,0.2963,0.14836032,0.15057287,0.527,0.287,0.255,0.18218979,0.332,0.097343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS319_2,0.48271,0.513592,0.742,0.568,0.713,0.16609,0.5468,0.5535,0.5046432,0.38237265,0.793,0.467,0.499,0.75314826,0.481,0.459436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS151_1,0.01115,0.241151,0.182,0.153,0.273,0.15649,0.3268,0.3389,0.1911932,0.19137576,0.623,0.356,0.335,0.2647644,0.436,0.189278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS169_1,0.02652,0.253165,0.116,0.177,0.305,0.14290,0.2868,0.2791,0.23293,0.20641875,0.612,0.370,0.310,0.22484645,0.423,0.165732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS070_4,0.01135,0.218949,0.103,0.144,0.192,0.14031,0.2600,0.2741,0.16560854,0.16215204,0.610,0.277,0.296,0.19171369,0.401,0.164460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS063_2,0.01123,0.186328,0.073,0.144,0.088,0.13298,0.2420,0.2106,0.13068933,0.12747356,0.479,0.266,0.218,0.1673352,0.308,0.102929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS170_5,0.01533,0.269759,0.098,0.188,0.433,0.15186,0.2853,0.3195,0.2448928,0.21893947,0.647,0.386,0.345,0.21434484,0.414,0.217869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS151_2,0.02749,0.210795,0.104,0.192,0.343,0.15024,0.3252,0.4193,0.16649193,0.193896,0.619,0.421,0.342,0.23554142,0.425,0.205037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS063_3,0.02660,0.179816,0.153,0.191,0.136,0.12748,0.2525,0.2230,0.13116074,0.12156006,0.562,0.262,0.240,0.15225385,0.324,0.197406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS063_5,0.01372,0.204776,0.201,0.160,0.190,0.14830,0.2634,0.3010,0.15192696,0.15195924,0.607,0.326,0.295,0.1787437,0.379,0.203443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS437_3,0.01875,0.297034,0.102,0.208,0.400,0.14894,0.2967,0.3574,0.2502045,0.18126889,0.620,0.339,0.341,0.2547629,0.384,0.162844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS033_3,0.01202,0.243886,0.091,0.180,0.287,0.14538,0.2555,0.3744,0.1940189,0.17187986,0.580,0.275,0.273,0.22652113,0.368,0.220231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1069s2TS063_4,0.05255,0.288604,0.173,0.186,0.246,0.13093,0.2426,0.3070,0.2119603,0.1484549,0.536,0.274,0.245,0.22839499,0.323,0.191006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1070TS151_1,0.01690,0.273471,,0.188,,0.07808,0.2830,0.3284,0.2371685,0.18313317,0.487,0.378,0.344,0.16756351,0.437,0.292740,151s,100.0,501.0,-1.82,-1.9,3.75,0.33,1.73,29.102,29.153,320.0,5.0,0.0,0.0,4.63,8.648,2.64,-0.74,0.0,0.0,,,0.25,13.44,0.39,0.1,0.13,2.32,0.52,43.3,2.3,31.36,30.42,0.16,,123.41,,0.06,,,,,335.0,320.0,4.0,22.0,2.57,7.0310000000000015,5.789,0.825,T1070
T1070TS063_1,0.01426,0.197152,,0.161,0.106,0.06131,0.2631,0.3476,0.14574105,0.112107016,0.468,0.345,0.302,0.11346645,0.424,0.243577,063s,100.0,521.0,-1.93,-2.01,3.44,0.75,1.97,26.541,26.997,320.0,0.0,0.0,0.0,0.0,12.532,2.81,-1.08,0.0,0.0,,,0.19,13.12,0.38,0.04,-0.09,2.33,0.52,42.0,1.99,25.79,25.0,0.16,,822.89,94.52,0.06,,,,,335.0,320.0,4.0,22.0,2.6,6.1720000000000015,5.313,0.8140000000000001,T1070
T1070TS170_5,0.01874,0.220311,,0.140,0.169,0.05817,0.2123,0.2167,0.1702765,0.1185446,0.437,0.353,0.326,0.11769683,0.413,0.204766,170s,100.0,503.0,,-1.91,3.44,0.49,1.3,20.914,21.002,320.0,0.0,0.0,0.0,0.62,12.470999999999998,2.73,-1.58,0.0,0.0,,,0.18,13.75,0.38,0.04,0.0,2.08,0.49,41.3,2.83,24.23,25.7,0.19,,229.51,,0.06,,,,,335.0,320.0,4.0,19.0,3.15,6.9529999999999985,5.64,0.585,T1070
T1070TS491_2,0.02701,0.18694,,0.177,0.017,0.06595,0.2015,0.1482,0.13083051,0.09267995,0.371,0.252,0.219,0.19592556,0.311,0.174218,491s,100.0,472.0,,-1.73,5.78,2.5,3.61,140.606,140.861,320.0,1.0,0.0,0.0,1.23,11.225,2.51,-0.44,0.0,0.0,,,0.19,13.44,0.37,0.08,0.13,2.37,0.49,24.4,2.3,22.85,27.16,0.13,,1899.85,47.71,0.06,,,,,335.0,320.0,4.0,29.0,2.14,8.437999999999999,7.39,1.2919999999999998,T1070
T1070TS151_3,0.02889,0.23094,,0.202,0.203,0.07302,0.2561,0.2961,0.1856846,0.15937403,0.466,0.408,0.349,0.13850574,0.43,0.329610,151s,100.0,510.0,,-1.94,3.75,0.45,1.61,30.249,30.428,320.0,1.0,0.0,0.0,2.47,7.6110000000000015,2.76,-0.98,0.0,0.0,,,0.23,12.34,0.4,0.07,0.04,2.47,0.5,34.8,2.3,26.87,27.29,0.16,,168.83,,0.09,,,,,335.0,320.0,4.0,19.0,2.76,6.7189999999999985,5.5310000000000015,0.664,T1070
T1070TS097_5,0.17119,0.320996,,0.246,0.301,0.08759,0.2980,0.2007,0.2464227,0.17606659,0.488,0.394,0.411,0.25897086,0.426,0.279563,097s,100.0,415.0,,-0.63,11.02,5.65,7.67,24.932,25.245,320.0,3.0,0.0,0.0,4.32,17.358,2.47,1.31,2.2,74.0,15.4,,0.24,30.78,0.45,0.28,0.23,1.45,0.58,35.6,5.04,40.28,42.93,0.23,261.0,245.37,69.04,0.14,,,,,335.0,320.0,4.0,58.0,2.14,17.109,14.588,2.59,T1070
T1070TS170_2,0.01814,0.231369,,0.181,0.238,0.06716,0.2503,0.2575,0.17315906,0.13969998,0.541,0.368,0.329,0.13396259,0.443,0.311146,170s,100.0,478.0,,-1.79,3.83,1.8,2.33,21.084,21.275,320.0,0.0,0.0,0.0,4.63,12.722,2.58,-0.49,0.0,0.0,,,0.24,11.88,0.39,0.03,0.14,2.13,0.5,41.5,2.3,29.84,26.05,0.2,,134.46,,0.06,,,,,335.0,320.0,4.0,23.0,2.62,7.9689999999999985,6.34,0.846,T1070
T1070TS451_1,0.00953,0.230787,,0.144,0.195,0.06253,0.2092,0.2122,0.17195213,0.12361331,0.508,0.337,0.344,0.13677002,0.439,0.240705,451s,100.0,499.0,-1.82,-1.89,3.75,0.78,1.38,23.347,23.295,320.0,0.0,12.96,18.21,18.21,10.066,2.83,-1.93,0.0,0.0,,,0.23,12.5,0.4,0.07,0.1,2.11,0.49,33.6,1.64,25.93,26.46,0.15,,193.39,34.67,0.06,,,,,335.0,320.0,4.0,23.0,3.14,7.109,5.832000000000002,0.7090000000000001,T1070
T1070TS050_2,0.03367,0.329242,,0.264,0.356,0.07946,0.3131,0.3614,0.3086287,0.21300402,0.556,0.416,0.366,0.19400685,0.447,0.432593,050s,100.0,465.0,,-1.72,4.77,1.15,2.18,27.503,27.636,320.0,3.0,0.0,0.0,4.63,10.165,2.72,-0.54,0.0,0.0,,,0.3,18.59,0.41,0.18,0.35,2.15,0.5,63.3,1.99,35.69,36.17,0.19,,71.06,89.05,0.08,,,,,335.0,320.0,4.0,29.0,2.86,8.516,7.359,0.981,T1070
T1070TS138_3,0.05545,0.243924,,0.172,0.169,0.07121,0.2404,0.1861,0.1831888,0.14549477,0.392,0.291,0.292,0.17938581,0.398,0.267097,138s,100.0,474.0,,-1.76,3.83,0.36,1.72,20.98,21.204,320.0,11.0,0.0,0.31,2.47,8.683,2.57,-1.53,0.0,0.0,,,0.27,18.75,0.4,0.22,0.33,1.69,0.49,46.5,1.64,36.04,37.65,0.19,,155.05,63.02,0.07,,,,,335.0,320.0,4.0,25.0,2.79,8.203,6.871,0.8640000000000001,T1070
T1070TS169_1,0.00797,0.167819,,0.131,0.055,0.05880,0.2050,0.1488,0.12186037,0.10093226,0.355,0.288,0.288,0.13035762,0.394,0.142698,169s,100.0,462.0,-1.64,-1.71,3.83,0.66,2.12,29.72,30.003,320.0,1.0,0.0,0.0,4.01,11.781,2.58,0.01,0.0,0.0,,,0.21,11.88,0.39,0.12,0.22,1.85,0.49,26.7,3.29,27.35,30.21,0.15,,208.57,,0.05,,,,,335.0,320.0,4.0,29.0,2.97,8.594,7.047999999999999,0.943,T1070
T1070TS151_4,0.02629,0.242062,,0.180,0.163,0.07761,0.2326,0.2071,0.17901531,0.166602,0.381,0.320,0.328,0.1520823,0.409,0.204203,151s,100.0,497.0,,-1.88,3.52,0.91,1.53,26.847,26.871,320.0,40.0,0.0,0.0,1.54,10.025,2.47,-1.08,0.0,0.0,,,0.25,14.06,0.4,0.14,0.17,2.34,0.5,14.7,2.58,31.8,32.07,0.16,,178.65,,0.07,,,,,335.0,320.0,4.0,22.0,2.98,7.188,6.04,0.7140000000000001,T1070
T1070TS063_2,0.02430,0.195757,,0.166,0.080,0.06328,0.2053,0.2112,0.14665888,0.10963227,0.412,0.327,0.298,0.1345965,0.39,0.258197,063s,100.0,479.0,,-1.8,4.06,1.49,2.01,21.51,21.75,320.0,5.0,0.0,0.0,0.0,12.94,2.61,0.31,0.0,0.0,,,0.22,13.44,0.37,0.07,0.03,2.14,0.51,32.4,1.64,27.34,27.23,0.19,,266.59,93.09,0.05,,,,,335.0,320.0,4.0,27.0,2.85,7.891,6.382999999999999,0.914,T1070
T1070TS278_5,0.13394,0.271677,,0.201,0.304,0.07800,0.3922,0.3805,0.2231471,0.18273194,0.592,0.455,0.477,0.26494786,0.484,0.319178,278s,100.0,432.0,,-1.07,8.6,3.5,6.24,26.666,26.692,320.0,6.0,0.0,0.0,0.31,15.852,2.22,0.21,5.5,95.0,17.3,,0.3,29.53,0.47,0.25,0.25,1.76,0.5,37.5,2.58,34.8,38.75,0.18,270.9,91.03,51.11,0.15,,,,,335.0,320.0,4.0,53.0,2.41,13.672,12.119000000000002,2.11,T1070
T1070TS317_2,0.03802,0.235075,,0.166,0.137,0.07239,0.2565,0.1745,0.1796457,0.148731,0.391,0.291,0.289,0.1740874,0.397,0.279629,317s,100.0,443.0,,-1.45,5.15,2.18,3.12,21.249,21.408,320.0,10.0,0.0,0.0,4.94,9.396,2.92,0.01,0.0,0.0,,,0.28,21.09,0.41,0.24,0.37,1.59,0.5,42.5,2.83,37.29,37.7,0.2,,113.27,62.24,0.08,,,,,335.0,320.0,4.0,33.0,2.68,10.625,8.798,1.188,T1070
T1070TS063_4,0.00764,0.197943,,0.132,0.053,0.06375,0.1900,0.1641,0.13722787,0.10736711,0.386,0.296,0.274,0.12841022,0.373,0.202041,063s,100.0,517.0,,-1.99,3.36,0.86,1.66,28.166,28.223000000000006,320.0,4.0,0.0,0.0,3.7,10.904000000000002,2.82,-1.53,0.0,0.0,,,0.19,11.72,0.37,0.05,-0.05,2.42,0.5,37.5,2.3,25.21,26.74,0.15,,351.51,94.29,0.05,,,,,335.0,320.0,4.0,19.0,2.67,6.3279999999999985,5.187,0.6859999999999999,T1070
T1070TS063_5,0.01160,0.164232,,0.189,0.023,0.06516,0.2136,0.2418,0.12523807,0.09740533,0.417,0.274,0.245,0.1392915,0.365,0.292521,063s,100.0,523.0,,-2.04,3.28,0.45,1.38,88.376,88.61399999999998,320.0,0.0,0.0,0.0,0.0,9.257,2.61,-1.23,0.0,0.0,,,0.17,11.25,0.37,0.05,0.04,2.44,0.5,36.7,3.7,23.69,25.89,0.12,,892.8,95.62,0.06,,,,,335.0,320.0,4.0,19.0,2.91,5.938,4.937,0.631,T1070
T1070TS052_3,0.01256,0.235574,,0.149,0.072,0.06579,0.2197,0.1715,0.17300181,0.120568074,0.214,0.268,0.267,0.12047322,0.343,0.180493,052s,100.0,503.0,,-1.91,3.28,0.34,1.24,19.979,20.249,320.0,26.0,0.0,0.31,5.56,11.032,2.51,-0.98,0.0,0.0,,,0.17,13.44,0.39,0.1,0.15,2.23,0.48,33.8,1.99,29.05,29.37,0.19,,233.6,19.42,0.04,,,,,335.0,320.0,4.0,17.0,2.91,6.9529999999999985,5.434,0.564,T1070
T1070TS183_2,0.45367,0.498078,,0.635,0.574,0.09631,0.6229,0.6008,0.4267832,0.29000968,0.735,0.578,0.598,0.47512037,0.524,0.747087,183s,100.0,181.0,,0.62,20.0,14.95,18.86,20.213,20.338,320.0,2.0,0.31,0.0,4.94,30.495,1.7,2.16,15.6,128.0,5.4,,0.53,62.66,0.58,0.57,0.57,1.05,0.54,74.6,5.99,55.36,65.65,0.34,787.6,28.42,,0.35,,,,,335.0,320.0,4.0,99.0,1.57,27.031,25.462,5.919,T1070
T1070TS063_3,0.00867,0.163455,,0.155,0.050,0.06528,0.1899,0.1085,0.12524269,0.09425021,0.389,0.282,0.266,0.16311784,0.351,0.232122,063s,100.0,507.0,,-1.92,3.99,0.84,1.55,87.955,88.302,320.0,3.0,0.0,0.0,0.31,11.663,2.58,-0.64,0.0,0.0,,,0.19,10.94,0.37,0.03,0.12,2.1,0.49,32.9,2.3,22.49,23.67,0.14,,731.26,93.18,0.05,,,,,335.0,320.0,4.0,23.0,2.99,6.875,5.827000000000001,0.745,T1070
T1071TS151_1,0.00440,0.177192,,0.130,0.181,0.04794,0.1870,0.2423,0.12716021,0.1215685,0.446,0.363,0.315,0.108318105,0.407,0.275792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1071TS170_3,0.02692,0.239972,,0.119,0.238,0.06528,0.1956,0.1874,0.1939038,0.1619628,0.468,0.340,0.338,0.11514955,0.406,0.145535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1071TS138_1,0.23754,0.363822,,0.226,0.238,0.14757,0.3641,0.2363,0.3029261,0.2908603,0.470,0.391,0.381,0.33027714,0.422,0.305434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1071TS151_3,0.05078,0.258281,,0.156,0.238,0.07035,0.2389,0.2944,0.2179001,0.20649621,0.455,0.368,0.348,0.16193122,0.418,0.295382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1071TS317_2,0.17392,0.3573,,0.225,0.276,0.13387,0.3534,0.2200,0.2918362,0.27812603,0.475,0.366,0.376,0.3201187,0.421,0.290857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1071TS170_4,0.02005,0.210537,,0.114,0.102,0.07013,0.1995,0.1933,0.16701261,0.15704179,0.415,0.336,0.310,0.120916456,0.389,0.196934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1071TS138_2,0.17163,0.348474,,0.208,0.230,0.14474,0.3520,0.2023,0.2840131,0.27507448,0.457,0.364,0.377,0.32171023,0.414,0.261196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1071TS151_2,0.05925,0.228578,,0.127,0.228,0.05794,0.2328,0.2541,0.1911333,0.18348244,0.508,0.370,0.335,0.11759762,0.421,0.189722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1071TS317_4,0.19448,0.349444,,0.197,0.294,0.11804,0.3605,0.2136,0.2887507,0.24520926,0.467,0.356,0.381,0.2961961,0.417,0.234460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1071TS317_5,0.19316,0.343096,,0.210,0.284,0.13506,0.3512,0.2083,0.2884627,0.27216348,0.468,0.351,0.368,0.33878052,0.412,0.271246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1071TS063_4,0.23102,0.314253,,0.188,0.285,0.08369,0.2937,0.3066,0.2799416,0.23498006,0.461,0.380,0.358,0.21976562,0.4,0.277490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1071TS317_3,0.22230,0.38716,,0.223,0.330,0.13765,0.3662,0.2622,0.3209855,0.29828414,0.464,0.343,0.382,0.32492745,0.419,0.272203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1071TS170_1,0.03481,0.219973,,0.115,0.251,0.05929,0.1848,0.1770,0.17052107,0.15087418,0.468,0.325,0.302,0.11180774,0.397,0.132906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1071TS138_4,0.20251,0.311052,,0.186,0.248,0.13587,0.3487,0.2063,0.2544991,0.23898664,0.461,0.347,0.347,0.31009215,0.412,0.204684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1071TS317_1,0.22569,0.403075,,0.218,0.322,0.12600,0.3669,0.2215,0.33994,0.26870704,0.498,0.373,0.397,0.31961104,0.428,0.253279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1071TS063_2,0.32447,0.374351,,0.206,0.327,0.11287,0.3671,0.3530,0.3299636,0.31559378,0.494,0.400,0.396,0.3053919,0.412,0.326718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1071TS170_2,0.02153,0.214248,,0.119,0.153,0.09669,0.2185,0.2047,0.16108243,0.1784169,0.418,0.317,0.329,0.16467412,0.392,0.151178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1071TS138_5,0.18997,0.322612,,0.198,0.247,0.14285,0.3524,0.2063,0.2665962,0.27630514,0.450,0.346,0.370,0.3362448,0.413,0.253731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1071TS324_5,0.74216,0.603733,,0.646,0.652,0.14657,0.6241,0.6118,0.5336125,0.49968785,0.724,0.540,0.560,0.5731398,0.513,0.689178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1071TS170_5,0.01376,0.204865,,0.106,0.180,0.06301,0.1781,0.1806,0.16501301,0.15261002,0.389,0.331,0.296,0.12101861,0.382,0.109513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T1072s1TS222_5,0.56837,0.60517,,0.663,0.428,0.33716,0.9579,0.9499,0.5554288,0.45429787,0.748,0.422,0.410,0.6630216,0.53,0.404964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,93.0,4.0,89.0,2.18,79.839,86.98299999999998,3.907,T1072s1
T1072s1TS259_3,0.38932,0.444297,,0.325,0.547,0.23684,0.6281,0.4953,0.3505821,0.34506613,0.847,0.520,0.485,0.32469907,0.451,0.248712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,93.0,4.0,21.0,2.1,22.849,21.775,0.956,T1072s1
T1072s1TS305_5,0.51394,0.531643,,0.354,0.514,0.27579,0.6996,0.4523,0.398724,0.38379118,0.730,0.438,0.428,0.31427765,0.445,0.237060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,93.0,4.0,28.0,2.17,27.957,27.052,1.232,T1072s1
T1072s1TS033_4,0.37186,0.457666,,0.339,0.370,0.27697,0.7487,0.5422,0.3387555,0.36690602,0.719,0.368,0.390,0.35607368,0.413,0.210345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,93.0,4.0,36.0,2.41,35.215,34.264,1.433,T1072s1
T1072s1TS487_4,0.71153,0.657942,,0.497,0.685,0.33221,0.8352,0.6283,0.5142251,0.43939963,0.887,0.540,0.578,0.4979806,0.519,0.344879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,93.0,4.0,34.0,1.44,35.215,34.868,2.214,T1072s1
